imdb_title_id,title,director
tt1327773,The Butler - Un maggiordomo alla Casa Bianca,Lee Daniels
tt1327798,La Buena Vida,Andrés Wood
tt1327808,Opération Casablanca,Laurent Nègre
tt1327820,Brotherhood - Fratellanza,Nicolo Donato
tt1327827,One Hundred Mornings,Conor Horgan
tt1327833,Sorry Bhai!,Onir
tt1327908,Un altro pianeta,Stefano Tummolini
tt1328604,Boys Briefs 5: Schoolboys,"""Soman Chainani, Lisa Marie Gamlem"""
tt1328634,New York,Kabir Khan
tt1328642,Safari,Olivier Baroux
tt1328865,Ci ling,Yen-Ping Chu
tt1328867,Some Days Are Better Than Others,Matt McCormick
tt1328908,Bold Native,Denis Henry Hennelly
tt1328909,Cummings Farm,Andrew Drazek
tt1328910,Chrome Angels,Leigh Scott
tt1328913,Preacher's Kid,Stan Foster
tt1329101,Ai de fa sheng lian xi,Leading Li
tt1329177,K-11,Jules Stewart
tt1329231,S.S.D.,Vadim Shmelyov
tt1329232,St George's Day,Frank Harper
tt1329305,The Ante,Max Perrier
tt1329338,Dla ciebie i ognia,"""Mateusz Jemiol, Tomasz Zasada"""
tt1329351,Gestación,Esteban Ramírez
tt1329396,Mangue Negro,Rodrigo Aragão
tt1329404,The Mine,Jeff Chamberlain
tt1329410,Must Love Death,Andreas Schaap
tt1329429,The Red Rooster,Terry Miles
tt1329454,Vendicami,Johnnie To
tt1329457,Gainsbourg (Vie héroïque),Joann Sfar
tt1329469,1895,Chih-Yu Hung
tt1329470,A-nae-ga kyeol-hon-haet-da,Yun-su Chong
tt1330018,Il diario dell'amore,Bill Purple
tt1330048,Se Nada Mais Der Certo,José Eduardo Belmonte
tt1330186,Dal-lyeo-la ja-jeon-geo,Seong-woon Lim
tt1330205,Meotjin haru,Yoon-ki Lee
tt1330206,Mi-in-do,Yun-su Jeon
tt1330216,"""Silent Night, Zombie Night""",Sean Cain
tt1330229,Memoirs of a Teenage Amnesiac,Hans Canosa
tt1330525,The Beast Stalker,Dante Lam
tt1330591,Sonbahar,Özcan Alper
tt1330595,Tsumi toka batsu toka,Kera
tt1330607,Fei cheng wu rao,Xiaogang Feng
tt1330618,Imps*,Scott Mansfield
tt1330995,Iri,Lu Zhang
tt1331007,Rodney,Diego Rafecas
tt1331022,Jack Said,"""Leander Basannavar, Michael Tchoubouroff"""
tt1331064,Paper Heart,Nicholas Jasenovec
tt1331126,Victoria Day,David Bezmozgis
tt1331291,5150 rue des Ormes,Éric Tessier
tt1331294,O Apóstolo,Fernando Cortizo
tt1331295,I mostri oggi,Enrico Oldoini
tt1331297,Mavro livadi,Vardis Marinakis
tt1331300,Crackie,Sherry White
tt1331302,The Dead Don't Scream,Richard Perrin
tt1331307,Dread,Anthony DiBlasi
tt1331309,Der Fall des Lemming,Nikolaus Leytner
tt1331320,Norteado,Rigoberto Pérezcano
tt1331321,Ola tha pane kala,Giannis Xanthopoulos
tt1331326,The Snake,"""Adam Goldstein, Eric Kutner"""
tt1331327,Snezenky a machri po 25 letech,Viktor Taus
tt1331329,The Final Storm,Uwe Boll
tt1332007,Chuzhie,Yuri Grymov
tt1332052,Arizona Sky,Jeff London
tt1332054,Cosmonauta,Susanna Nicchiarelli
tt1332059,Max Pinlig,Lotte Svendsen
tt1332100,The Big Gay Musical,"""Casper Andreas, Fred M. Caruso"""
tt1332103,Cellat,Memduh Ün
tt1332106,The Last Harbor,Paul Epstein
tt1332110,Mesa sto dasos,Angelos Frantzis
tt1332119,Shoot the Hero,Christian Sesma
tt1332125,Strella,Panos H. Koutras
tt1332134,Kongen av Bastøy,Marius Holst
tt1332486,Baciami ancora,Gabriele Muccino
tt1332644,Yanggaw,Richard Somes
tt1332675,Fantasma de Buenos Aires,Guillermo Grillo
tt1332696,Jeneraru rûju no gaisen,Yoshihiro Nakamura
tt1332723,Shen qiang shou yu zhi duo xing,Kwok-Man Keung
tt1333092,The Lost Door,Roy Stuart
tt1333125,Comic Movie,"""Elizabeth Banks, Steven Brill"""
tt1334026,O Menino da Porteira,Jeremias Moreira Filho
tt1334035,Ochen russkiy detektiv,Karll Panaka
tt1334102,The Resident,Antti Jokinen
tt1334104,Sagar Alias Jackie: Reloaded,Amal Neerad
tt1334254,Maharathi,Shivam Nair
tt1334260,Non lasciarmi,Mark Romanek
tt1334313,Akadimia Platonos,Filippos Tsitos
tt1334318,Hora proelefsis,Syllas Tzoumerkas
tt1334328,Psyhi vathia,Pantelis Voulgaris
tt1334437,Blue Oranges,Rajesh Ganguly
tt1334466,Paco,Diego Rafecas
tt1334470,Raavan,Mani Ratnam
tt1334473,Savage,Jordan Blum
tt1334512,Arturo,Jason Winer
tt1334514,"""Au Pair, Kansas""",J.T. O'Neal
tt1334526,Deadtime Stories,"""Michael Fischa, Jeff Monahan"""
tt1334537,Humpday - Un mercoledì da sballo,Lynn Shelton
tt1334553,The Perfect Host,Nick Tomnay
tt1334558,See How They Run,Rand Vossler
tt1334617,Toul omry,Maher Sabry
tt1335975,47 Ronin,Carl Rinsch
tt1335986,Dahmer vs. Gacy,Ford Austin
tt1335992,Fast Lane,David Betances
tt1336005,Ratline,Eric Stanze
tt1336006,The Revenant,D. Kerry Prior
tt1336017,Veruthe Oru Bharya,Aku Akbar
tt1336103,Lost in the Woods,Jim Wynorski
tt1336106,Slaughter Creek,"""Brian Skiba, Liam Owen"""
tt1336253,Travellers,Kris McManus
tt1336608,Rock of Ages,Adam Shankman
tt1336617,Cyrus,"""Jay Duplass, Mark Duplass"""
tt1336619,The Wylds,Andrew Wiest
tt1336621,Henry Lee Lucas,Michael Feifer
tt1336624,Project Solitude,Rustam Branaman
tt1336999,Jucy,Louise Alston
tt1337022,The Shadows,Sabrina Mansfield
tt1337024,Son of the Sunshine,Ryan Ward
tt1337032,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg
tt1337034,Woetoli,Jae-shik Park
tt1337051,"""Politist, adjectiv""",Corneliu Porumboiu
tt1337055,Mei loi ging chat,Jing Wong
tt1337057,Rampage,Uwe Boll
tt1337060,Se min kjole,Hella Joof
tt1337103,The Erotic Man,Jørgen Leth
tt1337125,Shizumanu taiyô,Setsurô Wakamatsu
tt1337140,Anonymes,Raja Amari
tt1337152,King Guillaume,Pierre-François Martin-Laval
tt1337193,Guy and Madeline on a Park Bench,Damien Chazelle
tt1337338,Der Kameramörder,Robert-Adrian Pejo
tt1337342,LasseMajas detektivbyrå - Kameleontens hämnd,Henrik Georgsson
tt1337366,Nokas,Erik Skjoldbjærg
tt1337467,The Coming,Chad Costen
tt1337505,Jack in the Box,Frank Kerr
tt1337538,Shut,"""Moritz Ohlsen, Sascha Zimmermann"""
tt1337589,Bloodlock,William Victor Schotten
tt1337650,Know Thy Enemy,Lee Cipolla
tt1337671,No Through Road,Sam Barrett
tt1337672,Nodame Kantâbire: Saishuu-gakushou - Zenpen,Hideki Takeuchi
tt1337673,Nodame Kantâbire: Saishuu-gakushou - Kouhen,"""Yasuhiro Kawamura, Hideki Takeuchi"""
tt1337686,The Prometheus Project,Sean Tretta
tt1338635,Locked Away,Jason Morisette
tt1339063,The Ceremony,James Palmer
tt1339098,The Hagstone Demon,Jon Springer
tt1339122,Indovina chi sposa mia figlia,Neele Leana Vollmar
tt1339131,Nem vagyok a barátod,"""György Pálfi, Zsófia Ruttkay"""
tt1339161,Il rapinatore,Benjamin Heisenberg
tt1339248,Aapthamitra,P. Vasu
tt1339268,Beeswax,Andrew Bujalski
tt1339302,Gekijô ban Bleach: Fade to Black - Kimi no na o yobu,Noriyuki Abe
tt1339303,"""Gelatin Silver, Love""",Kazumi Kurigami
tt1339307,Hellbinders,"""Mitch Gould, Hiro Koda"""
tt1339340,Ta oporofora tis Athinas,Nikos Panayotopoulos
tt1339488,Raspberry Magic,Leena Pendharkar
tt1339529,Alles stroomt,Danyael Sugawara
tt1339559,Mi verano con Amanda,Benjamin Lopez
tt1339687,L'uomo fiammifero,Marco Chiarini
tt1340043,Ne dumay pro belykh obezyan,Yuri Mamin
tt1340107,In un mondo migliore,Susanne Bier
tt1340108,Killer Bean Forever,Jeff Lew
tt1340123,Samson and Delilah,Warwick Thornton
tt1340138,Terminator Genisys,Alan Taylor
tt1340421,Camping,Jacob Bitsch
tt1340552,Big Story in a Small City,Gor Kirakosian
tt1340635,Black Lightning,Nick Sanford
tt1340761,Ai qing hu jiao zhuan yi II: Ai qing zuo you,Jianya Zhang
tt1340773,Elektra Luxx - Lezioni di sesso,Sebastian Gutierrez
tt1340775,Forecast,Zornitsa Sophia
tt1340778,I Am 24,Saurabh Shukla
tt1340791,Regresa,Alejandro González Padilla
tt1340793,The Rock 'n' Roll Dreams of Duncan Christopher,Justin S. Monroe
tt1340799,Strings,"""Mark Dennis, Ben Foster"""
tt1340800,La talpa,Tomas Alfredson
tt1340801,Blizkiy vrag,Aleksandr Atanesyan
tt1340803,Cheech & Chong's Animated Movie,"""Branden Chambers, Eric D. Chambers"""
tt1340834,Köntörfalak,Zsombor Dyga
tt1340838,Raaz: The Mystery Continues,Mohit Suri
tt1341166,FilmeFobia,Kiko Goifman
tt1341167,Four Lions,Christopher Morris
tt1341170,Galazio forema,Giannis Diamantopoulos
tt1341188,Come lo sai,James L. Brooks
tt1341335,Smile - La morte ha un obiettivo,Francesco Gasperoni
tt1341340,A Warrior's Heart,Mike Sears
tt1341341,Ceremony,Max Winkler
tt1341710,The Shrine,Jon Knautz
tt1341718,Fairhaven,Tom O'Brien
tt1342115,The Inheritance,Robert O'Hara
tt1342122,Queen of the Lot,Henry Jaglom
tt1342378,Flickan,Fredrik Edfeldt
tt1342392,Kdopak by se vlka bál,Maria Procházková
tt1342394,Líbás jako buh,Marie Polednáková
tt1342402,Mommo,Atalay Tasdiken
tt1342403,Na pude aneb Kdo má dneska narozeniny?,"""Jirí Barta, Vivian Schilling"""
tt1342408,Normal,Julius Sevcík
tt1342411,Peklo s princeznou,Milos Smídmajer
tt1343046,Detective Conan: ... E le stelle stanno a guardare,Yasuichirô Yamamoto
tt1343076,Absolute Evil,Ulli Lommel
tt1343080,Cycle,Johny Antony
tt1343084,"""Felicia, înainte de toate""","""Melissa de Raaf, Razvan Radulescu"""
tt1343089,Gekijô ban Kara no kyôkai: Dai roku shô - Bôkyaku rokuon,Takahiro Miura
tt1343092,Il grande Gatsby,Baz Luhrmann
tt1343097,La regina dei castelli di carta,Daniel Alfredson
tt1343103,Raptor Ranch,Dan Bishop
tt1343110,Speed-Dating,Joseph A. Elmore Jr.
tt1343117,V ozhidanii chuda,Evgeniy Bedarev
tt1343362,Do Knot Disturb,David Dhawan
tt1343703,Brestskaya krepost,Aleksandr Kott
tt1343704,Zeiten ändern Dich,Uli Edel
tt1343712,First Squad: The Moment of Truth,"""Yoshiharu Ashino, Aljosha Klimov"""
tt1343727,Dredd - Il giudice dell'apocalisse,Pete Travis
tt1343740,Paradox,Brenton Spencer
tt1343755,Zweiohrküken,Til Schweiger
tt1344008,PTU 2 - Tung pou,Wing-Cheong Law
tt1344337,Reuniting the Rubins,Yoav Factor
tt1344344,Sicak,Abdullah Oguz
tt1344355,Vali,Çagatay Tosun
tt1344726,Ile wazy kon trojanski?,Juliusz Machulski
tt1345444,L'arbre et la forêt,"""Olivier Ducastel, Jacques Martineau"""
tt1345449,The Black Knight Returns,Juan Avilez
tt1345450,Blue Gender: The Warrior,Kôichi Ôhata
tt1345468,La donation,Bernard Émond
tt1345469,Hamesh Shaot me'Pariz,Leonid Prudovsky
tt1345486,Killer Biker Chicks,Regan Redding
tt1345488,"""Leslie, My Name Is Evil""",Reginald Harkema
tt1345492,Lokas,Gonzalo Justiniano
tt1345507,RTT,Frédéric Berthe
tt1345512,Savage,Brendan Muldowney
tt1345525,Tung moon,Herman Yau
tt1345728,Nankyoku ryôrinin,Shûichi Okita
tt1345734,Yeong-hwa-neun yeong-hwa-da,Hun Jang
tt1345772,The clinic - La clinica dei misteri,James Rabbitts
tt1345776,Gekijô ban Kara no kyôkai: Satsujin kôsatsu (Go),Shinsuke Takizawa
tt1345777,Ishqiya,Abhishek Chaubey
tt1345782,Timetrip - Avventura nell'era vichinga,Mogens Hagedorn
tt1345834,Otôto,Yôji Yamada
tt1345836,Il cavaliere oscuro - Il ritorno,Christopher Nolan
tt1345904,Kung Fu and Titties,Joseph McConnell
tt1346281,Idealny facet dla mojej dziewczyny,Tomasz Konecki
tt1346302,Pimpin' Pee Wee,Brian Trenchard-Smith
tt1346629,Pryachsya,Johnny O'Reilly
tt1346850,Higurashi no naku koro ni: Chikai,Ataru Oikawa
tt1346961,The Eclipse,Conor McPherson
tt1346973,Independencia,Raya Martin
tt1347006,"""Sing kung chok tse 2: Ngor but mai suen, ngor mai chi gung""",Herman Yau
tt1347007,Skjult,Pål Øie
tt1347008,Tajomaru,Hiroyuki Nakano
tt1347170,Lovers in a Dangerous Time,"""May Charters, Mark Hug"""
tt1347280,Pendragon: Sword of His Father,Chad Burns
tt1347442,La prima linea,Renato De Maria
tt1347509,At Home by Myself... with You,Kris Booth
tt1347515,The Combination,David Field
tt1347521,Ho visto il sole,"""Mahsun Kirmizigül, Irmak Sueri"""
tt1348318,Protektor,Marek Najbrt
tt1348327,Villa Amalia,Benoît Jacquot
tt1348981,Kabhi Kabhie,Syed Wazir Ali
tt1349451,Butter,Jim Field Smith
tt1349457,Il primo uomo,Gianni Amelio
tt1349478,Crying with Laughter,Justin Molotnikov
tt1349486,Umbrage,Drew Cullingham
tt1349640,The Perfect Gift,Jefferson Moore
tt1349646,Defcon 2012,R. Christian Anderson
tt1349853,Overheard,"""Felix Chong, Alan Mak"""
tt1349856,Neuilly sa mère!,Gabriel Julien-Laferrière
tt1350484,Curious George 2: Follow That Monkey!,Norton Virgien
tt1350546,Redemption,Joseph P. Stachura
tt1350909,Baska Semtin Çocuklari,Aydin Bulut
tt1350917,Crazy Girls Undercover,Chris Langman
tt1350940,La première étoile,Lucien Jean-Baptiste
tt1351177,Last of the Living,Logan McMillan
tt1351186,Luster,Adam Mason
tt1351224,Pyaar Impossible!,Jugal Hansraj
tt1351669,Talentime,Yasmin Ahmad
tt1351672,L'uomo che verrà,Giorgio Diritti
tt1351685,Il cacciatore di giganti,Bryan Singer
tt1351734,Ander,Roberto Castón
tt1351770,Rückenwind,Jan Krüger
tt1351784,Psychosis,Reg Traviss
tt1352369,Gurotesuku,Kôji Shiraishi
tt1352380,Lullaby for Pi,Benoît Philippon
tt1352388,Nude Nuns with Big Guns,Joseph Guzman
tt1352393,Pequeno Segredo,David Schurmann
tt1352765,Prezít svuj zivot (teorie a praxe),Jan Svankmajer
tt1352824,Chloe - Tra seduzione e inganno,Atom Egoyan
tt1353033,Manjadikuru,Anjali Menon
tt1353040,Le séminaire Caméra Café,Charles Nemes
tt1353105,Rien de personnel,Mathias Gokalp
tt1353168,Francesca,Bobby Paunescu
tt1353180,Odnazhdy v provintsii,Katya Shagalova
tt1353793,La famille Wolberg,Axelle Ropert
tt1353804,Papírrepülôk,Simon Szabó
tt1353810,Savages Crossing,Kevin James Dobson
tt1354022,Jordan,Stuart Hynson Culpepper
tt1354553,Jin ping mei,Man Kei Chin
tt1354564,Le roi de l'évasion,Alain Guiraudie
tt1354687,Feed the Fish,Michael Matzdorff
tt1355207,Korkusuz,Çetin Inanç
tt1355230,Upstairs,Robert-Adrian Pejo
tt1355260,End Game,Bruce Koehler
tt1355546,Ayan,K.V. Anand
tt1355575,Interplanetary,Chance Shirley
tt1355599,Stingray Sam,Cory McAbee
tt1355608,Tréfa,Péter Gárdos
tt1355623,Barbe bleue,Catherine Breillat
tt1355627,Evil Bong 2: King Bong,Charles Band
tt1355630,Resta anche domani,R.J. Cutler
tt1355631,The Infiltrator,Brad Furman
tt1355638,Le chat du rabbin,"""Antoine Delesvaux, Joann Sfar"""
tt1355644,Passengers,Morten Tyldum
tt1355683,Black Mass - L'ultimo gangster,Scott Cooper
tt1356392,The Bad Penny,Todd Bellanca
tt1356698,5 dienu avantiura,Gerry Pavloff
tt1356753,Eagle Hunter's Son,René Bo Hansen
tt1356802,Kinta,C.L. Hor
tt1356825,Perempuan Berkalung Sorban,Hanung Bramantyo
tt1356860,Un ange à la mer,Frédéric Dumont
tt1356864,Joaquin Phoenix - Io sono qui!,Casey Affleck
tt1356928,Il padre dei miei figli,Mia Hansen-Løve
tt1357414,Halfway to Heaven,James Sharpe
tt1358586,Inapoi in cartier,Gelu Radu
tt1358852,Madholal Keep Walking,Jai Tank
tt1359421,Bröllopsfotografen,Ulf Malmros
tt1359423,Les grandes chaleurs,Sophie Lorain
tt1359434,Pouta,Radim Spacek
tt1359442,An Earthy Paradise for the Eyes,Irena Pavlásková
tt1359552,Antaheen,Aniruddha Roy Chowdhury
tt1359553,The Chameleon,Jean-Paul Salomé
tt1359586,Meisjes,Geoffrey Enthoven
tt1360153,Gandhada Gudi,Vijay
tt1360795,Kwa-sok-seu-kaen-deul,Hyeong-Cheol Kang
tt1360822,Pájaros de papel,Emilio Aragón
tt1360826,Rust,Corbin Bernsen
tt1360829,The Shouting Men,Steve M Kelly
tt1360832,Soundless Wind Chime,Kit Hung
tt1360833,Star Quest: The Odyssey,Jon Bonnell
tt1360860,About Elly,Asghar Farhadi
tt1360875,Katalin Varga,Peter Strickland
tt1360887,Sweet Rush,Andrzej Wajda
tt1361313,Un perfetto gentiluomo,"""Shari Springer Berman, Robert Pulcini"""
tt1361318,Good People,Henrik Ruben Genz
tt1361324,Ningen shikkaku,Genjiro Arato
tt1361326,9:06,Igor Sterk
tt1361349,Nanga Parbat,Joseph Vilsmaier
tt1361541,Fais-moi plaisir!,Emmanuel Mouret
tt1361809,Arundhati,Kodi Ramakrishna
tt1361828,Max Schmeling,Uwe Boll
tt1361835,Das letzte Schweigen,Baran bo Odar
tt1361838,Solos,Jorge Olguín
tt1361843,Van Diemen's Land,Jonathan auf der Heide
tt1362045,Bai yin di guo,Christina Yao
tt1362058,London Zombies,Matthias Hoene
tt1362068,Oi do chun,Simon Chung
tt1362103,Neighbor,Robert A. Masciantonio
tt1362118,Russia 88,Pavel Bardin
tt1362141,The Honey Killer,Richard Harrison
tt1362554,Neke druge price,"""Marija Dzidzeva, Ivona Juka"""
tt1363091,The Stranger in Us,Scott Boswell
tt1363113,Kiri no hata,Yôji Yamada
tt1363125,Naughty @ 40,Jag Mundhra
tt1363140,Sorte kugler,Anders Matthesen
tt1363141,Sovia,Robert Franke
tt1363362,Büyük oyun,Atil Inaç
tt1363363,Chatur Singh Two Star,Ajay Chandhok
tt1363376,La dernière fugue,Léa Pool
tt1363468,Zenith,Vladan Nikolic
tt1363477,Nama-natsu,Keisuke Yoshida
tt1363490,Yang Yang,Yu-Chieh Cheng
tt1364189,Bahoz,Kazim Öz
tt1364289,Samyy luchshiy film 2,Oleg Fomin
tt1364478,Casanegra,Nour Eddine Lakhmari
tt1364481,Dieci inverni,Valerio Mieli
tt1364487,Postia pappi Jaakobille,Klaus Härö
tt1364497,Stella's oorlog,Diederik Van Rooijen
tt1365022,Eskici ve ogullari,Sahin Gök
tt1365026,Lit yat dong hung,Heiward Mak
tt1365030,Madrasapattinam,"""A.L. Vijay, A.L. Vijay"""
tt1365048,Sex and Zen 3D,Christopher Sun
tt1365050,Beasts of No Nation,Cary Joji Fukunaga
tt1365055,How to Survive,Ronald Jerry
tt1365441,Bo chi oi nei,Patrick Kong
tt1365448,Dishyum,Sasi
tt1365451,Drama,Matias Lira
tt1365470,Isola 10,Miguel Littin
tt1365471,Julefrokosten,Rasmus Heide
tt1365474,Komt een vrouw bij de dokter,Reinout Oerlemans
tt1365482,L'estate di Martino,Massimo Natale
tt1365483,Main Street,John Doyle
tt1365485,Maruthamalai,Viswanathan Ravichandran
tt1365490,Noi credevamo,Mario Martone
tt1365491,Norberto apenas tarde,Daniel Hendler
tt1365500,Roja Kootam,Sasi
tt1365519,Tomb Raider,Roar Uthaug
tt1365598,Enigma,"""Jason Shumway, Matt Shumway"""
tt1365637,The Overbrook Brothers,John E. Bryant
tt1366245,Transmission,Roland Vranik
tt1366338,Lowriders,Ricardo de Montreuil
tt1366344,Lo spaventapassere,David Gordon Green
tt1366365,La fredda luce del giorno,Mabrouk El Mechri
tt1366409,Miral,Julian Schnabel
tt1366687,Lyubov v bolshom gorode,Marius Balchunas
tt1366981,Uzak Ihtimal,Mahmut Fazil Coskun
tt1367236,Mold!,Neil Meschino
tt1368068,Deli Deli Olma,Murat Saraçoglu
tt1368102,Khela,Rituparno Ghosh
tt1368116,Merantau,Gareth Evans
tt1368439,Gagma napiri,George Ovashvili
tt1368440,Il marchio di sangue,"""Jamie Bradshaw, Aleksandr Dulerayn"""
tt1368443,Same Same But Different,Detlev Buck
tt1368447,Turistas,Alicia Scherson
tt1368448,U Pana Boga za miedza,Jacek Bromski
tt1368491,Contracorriente - controcorrente,Javier Fuentes-León
tt1368858,The Forger,Lawrence Roeck
tt1368860,Daylight Fades,Brad Ellis
tt1368864,My Tehran for Sale,Granaz Moussavi
tt1368870,Ticket Out,Doug Lodato
tt1369570,Sampathige Saval,A.V. Seshagiri Rao
tt1369571,I Am Fear,Kevin Shulman
tt1369647,Christmas Angel,Brian Brough
tt1369667,Ich und Kaminski,Wolfgang Becker
tt1369669,Jai Veeru: Friends Forever,Puneet Sira
tt1369684,Ostrov sokrovishch. Karta kapitana Flinta,David Cherkasskiy
tt1369706,The Ward - Il reparto,John Carpenter
tt1369830,Nedodrzaný slub,Jirí Chlumský
tt1369835,Pokoj v dusi,Vladimír Balko
tt1370135,Aisha and Rahul,"""Milind Swamy, Mukesh Asopa"""
tt1370212,Hayat Var,Reha Erdem
tt1370312,W.M.D.,Richard Halpern
tt1370379,Iloustrasion,"""Dionysis Haritopoulos, Kostas Haritopoulos"""
tt1370426,Costa Rican Summer,Jason Matthews
tt1370429,99,"""Krishna D.K., Raj Nidimoru"""
tt1370439,"""Vozvrashchenie mushketyorov, ili Sokrovishcha kardinala Mazarini""",Georgi Yungvald-Khilkevich
tt1370728,Dough Boys,Nicholas Harvell
tt1371111,Cloud Atlas,"""Tom Tykwer, Lana Wachowski"""
tt1371117,Dear Mr. Gacy,Svetozar Ristovski
tt1371126,Thomas & Friends: The Great Discovery - The Movie,Steve Asquith
tt1371150,This Is Where I Leave You,Shawn Levy
tt1371155,We Want Sex,Nigel Cole
tt1371160,The Kid,Nick Moran
tt1371574,Kosmos,Reha Erdem
tt1371619,Chakk De Phatte,Smeep Kang
tt1371628,Kako su me ukrali Nemci,Milos 'Misa' Radivojevic
tt1371630,Kûki ningyô,Hirokazu Koreeda
tt1371631,Macherovgaltis,Yannis Economides
tt1371638,"""Pro Fedota-streltsa, udalogo molodtsa""",Lyudmila Steblyanko
tt1371700,Lo spazio bianco,Francesca Comencini
tt1371723,Tardid,Varuzh Karim-Masihi
tt1372266,Kisaan,Puneet Sira
tt1372282,Música en espera,Hernán Goldfrid
tt1372301,Technotise - Edit i ja,"""Aleksa Gajic, Nebojsa Andric"""
tt1372306,Year of the Carnivore,Sook-Yin Lee
tt1372308,Älska mig,Ronnie Brolin
tt1372681,Aa Dekhen Zara,Jehangir Surti
tt1372685,Il cantastorie,Luiz Villaça
tt1372686,Coriolanus,Ralph Fiennes
tt1372687,Crnci,"""Goran Devic, Zvonimir Juric"""
tt1372689,Djinns,"""Hugues Martin, Sandra Martin"""
tt1372692,Gong fu chu shen,Wing-Kin Yip
tt1372747,Yulenka,Aleksandr Strizhenov
tt1373098,Bollywood Hero,Diederik Van Rooijen
tt1373120,Ddongpari,Ik-joon Yang
tt1373149,I Was a 7th Grade Dragon Slayer,Andrew Lauer
tt1373156,Karthik Calling Karthik,Vijay Lalwani
tt1373215,Recep Ivedik 2,Togan Gökbakar
tt1373243,Tarif Novogodniy,Evgeniy Bedarev
tt1373273,Öldür beni,Korhan Ugur
tt1373403,American Weapon,Cliff Vasko
tt1373405,The Awakening,Vince Rotonda
tt1373406,Il Guinness dei pupazzi di neve,Robert Kirbyson
tt1373454,Ond tro,Kristian Petri
tt1374855,Cookies & Cream,Princeton Holt
tt1374958,Die Standesbeamtin,Micha Lewinsky
tt1374985,Alois Nebel,Tomás Lunák
tt1374988,Lipstikka,Jonathan Sagall
tt1374989,PPZ: Pride and Prejudice and Zombies,Burr Steers
tt1374990,The Prodigies,Antoine Charreyron
tt1374992,Upside Down,Juan Solanas
tt1374996,Prairie Love,Dusty Bias
tt1375666,Inception,Christopher Nolan
tt1375669,Simon och ekarna,Lisa Ohlin
tt1375670,Un weekend da bamboccioni,Dennis Dugan
tt1375730,Honokaa bôi,Atsushi Sanada
tt1375754,Stricken,Matt Sconce
tt1375789,Race 2,"""Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla"""
tt1376168,Comedown,Menhaj Huda
tt1376195,Django Gunless,William Phillips
tt1376205,Jimmy,Mark Freiburger
tt1376213,The Adventurer - Il mistero dello scrigno di Mida,Jonathan Newman
tt1376233,Rid of Me,James Westby
tt1376247,Space Girls in Beverly Hills,Tim Colceri
tt1376404,Freight,Stuart St. Paul
tt1376421,Imogène McCarthery,"""Alexandre Charlot, Franck Magnier"""
tt1376422,Jean Gentil,"""Israel Cárdenas, Laura Amelia Guzmán"""
tt1376451,Une petite zone de turbulences,Alfred Lot
tt1376709,I Love You Too,Daina Reid
tt1376710,I skuggan av värmen,Beata Gårdeler
tt1376713,Love Eternal,Brendan Muldowney
tt1376717,Play,Ruben Östlund
tt1376780,Esperando la carroza 2: Se acabó la fiesta,Gabriel Condrón
tt1377290,Fast Zombies with Guns,Bennie Woodell
tt1378238,Family Demons,Ursula Dabrowsky
tt1378274,Kung Fu Joe,Glen Berry
tt1378378,The Widow's Might,John Robert Moore
tt1378811,When Soldiers Cry,Joe Black
tt1379169,Ai dao di,"""Jem Chen, Vincent Fang"""
tt1379177,La scomparsa di Alice Creed,J Blakeson
tt1379182,Dogtooth,Yorgos Lanthimos
tt1379211,Zero no shôten,Isshin Inudô
tt1379222,La doppia ora,Giuseppe Capotondi
tt1379225,Kelebek,"""Cihan Taskin, Günay Günaydin"""
tt1379228,Naan Kadavul,Bala
tt1379665,Tutta colpa di Giuda,Davide Ferrario
tt1379670,Ostrov sokrovishch. Sokrovishcha kapitana Flinta,David Cherkasskiy
tt1379689,Kuulustelu,Jörn Donner
tt1379712,Alcatraz Prison Escape: Deathbed Confession,John Edward Lee
tt1379721,My Angel,Stephen Cookson
tt1379734,Repo Chick,Alex Cox
tt1380039,Artefakt,Andrey Sokolov
tt1380078,Den rozhdeniya Alisy,Sergey Seryogin
tt1380130,Jos rakastat,Neil Hardwick
tt1380151,Blood Honey,Jeff Kopas
tt1380152,Ma-rin-bo-ee,Jong-seok Yoon
tt1380174,Paha perhe,Aleksi Salmenperä
tt1380190,Risto Räppääjä ja polkupyörävaras,Mari Rantasila
tt1380201,Sisko tahtoisin jäädä,Marja Pyykkö
tt1380281,Scare Zone,Jon Binkowski
tt1380784,Big Money Rustlas,Paul Andresen
tt1380799,Habermann,Juraj Herz
tt1380852,Attack of the Vegan Zombies!,Jim Townsend
tt1380912,Love Is a Thieves' Game,Sam Logan Khaleghi
tt1380995,Forged,William Wedig
tt1381065,Kamogawa horumô,Katsuhide Motoki
tt1381106,Rôjin to rabudôru: Watashi ga shochô ni natta toki...,Naoyuki Tomomatsu
tt1381112,Soeur Sourire,Stijn Coninx
tt1381282,Man tänker sitt,"""Henrik Hellström, Fredrik Wenzel"""
tt1381286,Pettson & Findus - Glömligheter,"""Jørgen Lerdam, Anders Sørensen"""
tt1381402,Baby Jane?,William Clift
tt1381404,La regola del silenzio - The Company You Keep,Robert Redford
tt1381406,Freestyle,Kolton Lee
tt1381407,Bergblut,Philipp J. Pamer
tt1381413,Pete Smalls Is Dead,Alexandre Rockwell
